,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
305622,29110111004396,2911011100439,2911011100,439,6,106,광주광역시,동구,지산동,291104277215.0,지산로57번길,13.0,4.0
305620,291101110040722,2911011100407,2911011100,407,22,235,광주광역시,동구,지산동,291103159016.0,지호로,18.0,0.0
305619,29110111003947,2911011100394,2911011100,394,7,7,광주광역시,동구,지산동,291103159005.0,동명로,84.0,0.0
305618,291101110037912,2911011100379,2911011100,379,12,5312,광주광역시,동구,지산동,291103159012.0,준법로,1.0,0.0
305617,29110111003797,2911011100379,2911011100,379,7,1130,광주광역시,동구,지산동,291103159014.0,지산로,72.0,0.0
305616,29110111003736,2911011100373,2911011100,373,6,2776,광주광역시,동구,지산동,291104277217.0,지산로78번길,3.0,0.0
305615,2911011100342100,2911011100342,2911011100,342,100,2,광주광역시,동구,지산동,291104277255.0,필문대로205번길,42.0,0.0
305614,291101110034297,2911011100342,2911011100,342,97,306,광주광역시,동구,지산동,291104277112.0,밤실로43번길,23.0,0.0
305613,291101110034275,2911011100342,2911011100,342,75,757,광주광역시,동구,지산동,291104277217.0,지산로78번길,13.0,0.0
305612,291101110034267,2911011100342,2911011100,342,67,1176,광주광역시,동구,지산동,291103159014.0,지산로,82.0,0.0
305611,291101110034264,2911011100342,2911011100,342,64,1156,광주광역시,동구,지산동,291104277217.0,지산로78번길,11.0,0.0
305610,291101110034260,2911011100342,2911011100,342,60,99,광주광역시,동구,지산동,291103159014.0,지산로,84.0,0.0
305609,291101110034251,2911011100342,2911011100,342,51,1141,광주광역시,동구,지산동,291103159014.0,지산로,88.0,0.0
305621,29110111004379,2911011100437,2911011100,437,9,289,광주광역시,동구,지산동,291104277215.0,지산로57번길,18.0,21.0
341247,291701260029910,29170126002991,2917012600,2991,0,7244,광주광역시,북구,본촌동,291703162045.0,양산택지로,119.0,0.0
341246,291701260029750,29170126002975,2917012600,2975,0,1609,광주광역시,북구,본촌동,291704286283.0,본촌택지로30번길,6.0,0.0
341245,291701260029700,29170126002970,2917012600,2970,0,5203,광주광역시,북구,본촌동,291703162021.0,본촌택지로,26.0,0.0
341067,29200108006534,2920010800653,2920010800,653,4,550,광주광역시,광산구,소촌동,292004289428.0,어등대로621번길,5.0,0.0
341068,29200108006536,2920010800653,2920010800,653,6,27,광주광역시,광산구,소촌동,292004289428.0,어등대로621번길,7.0,11.0
341069,29200108006541,2920010800654,2920010800,654,1,12490,광주광역시,광산구,소촌동,292004289428.0,어등대로621번길,8.0,0.0
341070,29200108006556,2920010800655,2920010800,655,6,1227,광주광역시,광산구,소촌동,292003163019.0,소촌로,13.0,0.0
341071,29200108006567,2920010800656,2920010800,656,7,3294,광주광역시,광산구,소촌동,292003163019.0,소촌로,23.0,0.0
341223,29170126007713,2917012600771,2917012600,771,3,4041,광주광역시,북구,본촌동,291703162082.0,하서로,499.0,0.0
341224,29170126007721,2917012600772,2917012600,772,1,11570,광주광역시,북구,본촌동,291703162082.0,하서로,522.0,0.0
341225,291701260028400,29170126002840,2917012600,2840,0,2361,광주광역시,북구,본촌동,291703162045.0,양산택지로,154.0,0.0
341226,291701260028480,29170126002848,2917012600,2848,0,2723,광주광역시,북구,본촌동,291704286278.0,본촌마을길,136.0,0.0
341227,291701260028560,29170126002856,2917012600,2856,0,617,광주광역시,북구,본촌동,291704286279.0,본촌마을길102번길,56.0,0.0
