,시군구법정동번지코드,시군구법정동번코드,시군구법정동코드,본번,부번,사용량_KWH,시도명,시군구명,법정동명,새주소대로로코드,새주소대로로명,새주소본번,새주소부번
1337783,501101030017076,50110103001707,5011010300,1707,6,2705,제주특별자치도,제주시,이도일동,501104847127.0,고전길,2.0,4.0
1337782,501101030017001,50110103001700,5011010300,1700,1,1292,제주특별자치도,제주시,이도일동,501104847127.0,고전길,26.0,0.0
1337781,501101030016963,50110103001696,5011010300,1696,3,822,제주특별자치도,제주시,이도일동,501104848350.0,오현길,35.0,0.0
1337780,5011010300169121,50110103001691,5011010300,1691,21,5649,제주특별자치도,제주시,이도일동,501103349085.0,삼성로,13.0,0.0
1337791,501101030017101,50110103001710,5011010300,1710,1,1471,제주특별자치도,제주시,이도일동,501104848770.0,중앙로21길,1.0,0.0
1337805,501101040035,50110104003,5011010400,3,5,448,제주특별자치도,제주시,이도이동,501104849151.0,연북신설길,23.0,0.0
1337806,5011010400177,501101040017,5011010400,17,7,2684,제주특별자치도,제주시,이도이동,501104849127.0,황새왓길,14.0,1.0
1337807,5011010400183,501101040018,5011010400,18,3,1728,제주특별자치도,제주시,이도이동,501104849127.0,황새왓길,8.0,0.0
1337832,501101190010442,50110119001044,5011011900,1044,2,612,제주특별자치도,제주시,오라일동,501103349144.0,오남로,42.0,0.0
1337831,50110104003740,5011010400374,5011010400,374,0,162,제주특별자치도,제주시,이도이동,501104848847.0,청귤로3길,4.0,0.0
1337830,50110104003705,5011010400370,5011010400,370,5,1361,제주특별자치도,제주시,이도이동,-,-,-,-
1337829,50110104003600,5011010400360,5011010400,360,0,8054,제주특별자치도,제주시,이도이동,501103349001.0,가령로,19.0,0.0
1337828,50110104003390,5011010400339,5011010400,339,0,44,제주특별자치도,제주시,이도이동,501103349190.0,천수로,24.0,0.0
1337827,50110104003249,5011010400324,5011010400,324,9,4050,제주특별자치도,제주시,이도이동,501104849197.0,가령골2길,23.0,0.0
1337826,50110104003214,5011010400321,5011010400,321,4,280,제주특별자치도,제주시,이도이동,-,-,-,-
1337825,50110104003191,5011010400319,5011010400,319,1,4682,제주특별자치도,제주시,이도이동,501104849150.0,가령로1길,25.0,0.0
1337824,501101040031721,5011010400317,5011010400,317,21,406,제주특별자치도,제주시,이도이동,501104849197.0,가령골2길,19.0,1.0
1337823,501101040031521,5011010400315,5011010400,315,21,18,제주특별자치도,제주시,이도이동,501103349055.0,동광로,86.0,0.0
1337822,501101040031511,5011010400315,5011010400,315,11,296,제주특별자치도,제주시,이도이동,501104849150.0,가령로1길,6.0,0.0
1337821,501101040031416,5011010400314,5011010400,314,16,3711,제주특별자치도,제주시,이도이동,501103349001.0,가령로,5.0,0.0
1337820,50110104002711,5011010400271,5011010400,271,1,5842,제주특별자치도,제주시,이도이동,501103349035.0,남광로,138.0,0.0
1337819,50110104002576,5011010400257,5011010400,257,6,12576,제주특별자치도,제주시,이도이동,501103349139.0,연신로,51.0,0.0
1337818,50110104001076,5011010400107,5011010400,107,6,9,제주특별자치도,제주시,이도이동,-,-,-,-
1337817,5011010400992,501101040099,5011010400,99,2,53,제주특별자치도,제주시,이도이동,501103349002.0,간월동로,90.0,3.0
1337816,5011010400782,501101040078,5011010400,78,2,7321,제주특별자치도,제주시,이도이동,-,-,-,-
1337815,50110104007615,501101040076,5011010400,76,15,3287,제주특별자치도,제주시,이도이동,501103349139.0,연신로,87.0,6.0
1337814,50110104007611,501101040076,5011010400,76,11,2423,제주특별자치도,제주시,이도이동,501103349139.0,연신로,91.0,0.0
1337813,50110104007512,501101040075,5011010400,75,12,1926,제주특별자치도,제주시,이도이동,501103349139.0,연신로,81.0,8.0
1337812,5011010400758,501101040075,5011010400,75,8,732,제주특별자치도,제주시,이도이동,501103349139.0,연신로,81.0,3.0
1337811,5011010400705,501101040070,5011010400,70,5,794,제주특별자치도,제주시,이도이동,-,-,-,-
1337810,50110104006813,501101040068,5011010400,68,13,13286,제주특별자치도,제주시,이도이동,-,-,-,-
1337809,50110104005812,501101040058,5011010400,58,12,8830,제주특별자치도,제주시,이도이동,501104848120.0,신설동길,81.0,3.0
1337808,5011010400211,501101040021,5011010400,21,1,6468,제주특별자치도,제주시,이도이동,501103349035.0,남광로,146.0,0.0
1337779,5011010300169010,50110103001690,5011010300,1690,10,84,제주특별자치도,제주시,이도일동,501103349184.0,중앙로,148.0,0.0
1337833,501101190010462,50110119001046,5011011900,1046,2,570,제주특별자치도,제주시,오라일동,501103349137.0,연삼로,241.0,0.0
1337778,501101030016909,50110103001690,5011010300,1690,9,10874,제주특별자치도,제주시,이도일동,-,-,-,-
1337776,5011010300168717,50110103001687,5011010300,1687,17,1760,제주특별자치도,제주시,이도일동,501104847894.0,서광로29길,28.0,3.0
1337746,501101030014211,50110103001421,5011010300,1421,1,383,제주특별자치도,제주시,이도일동,501104848350.0,오현길,75.0,0.0
1337745,501101030013712,50110103001371,5011010300,1371,2,496,제주특별자치도,제주시,이도일동,501104847168.0,관덕로8길,7.0,12.0
